id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,self
41177,155,1,box,to build a fort,2,1,2,5
41178,155,1,box,to build a playhouse,2,1,2,5
41179,155,1,box,to hide an animal in,2,1,2,3
41180,155,1,box,To jump out of and surprise someone,2,2,2,2
41181,155,1,box,To make a head,2,2,2,4
41182,155,1,box,To make crafts with,2,2,1,5
41183,155,1,box,To pull pranks on people with,2,1,2,3
41184,155,1,box,To rest your feet on,2,2,2,2
41185,155,1,box,to sit in,2,1,1,2
41186,155,1,box,to sit on,2,1,1,2
41187,155,1,box,to use for drums,2,2,2,3
41188,156,1,box,Building a fort,2,1,2,3
41189,156,1,box,Impromptu kitty litter,3,2,2,4
41190,157,1,box,a boat,2,1,2,4
41191,157,1,box,a car,2,1,2,2
41192,157,1,box,a cave,3,2,3,4
41193,157,1,box,A home,2,1,1,1
41194,157,1,box,a race car,1,1,2,4
41195,157,1,box,a shelter,2,1,1,2
41196,157,1,box,a table,2,1,1,1
41197,157,1,box,clubhouse,2,1,2,5
41198,157,1,box,spaceship,2,2,2,5
41199,157,1,box,storage,1,1,1,1
41200,157,1,box,store,1,1,1,3
