id,idea_content,llama33k10,for_user_id,round_id
11527,exercise weight,3,110,1
11528,door jammer,469,110,1
11529,use it as a pumice stone for your feet,631,110,1
11530,to tenderize meat,47,110,1
11531,to hammer a nail in,75,110,1
11532,use it to light a match,476,110,1
11533,file your nails,557,110,1
11534,bed elevators,115,110,1
11535,strap it on your shoe height,277,110,1
11536,roll your cash up and put it in the hole and use it as a wallet,832,110,1
11537,glasses,118,110,1
11538,binoculars,889,110,1
11539,Hollow one out and make a strike-anywhere matchbox out of it,756,111,1
11540,Crush a into a fine  sand-like powder and use it as a makeshift water filter,825,111,1
11541,Paste to a set of shin guards and use them as running weights,885,111,1
11542,Attach a to a pole and keep it as a backup for your mortar and pestle setup,693,111,1
11543,paper weight,10,112,1
11544,use it to flatten things,698,112,1
11545,trace a rectangle,177,112,1
11546,put behind a car tire to prevent car from rolling,96,112,1
11547,sharpen another object,14,112,1
11548,weapon,6,112,1
11549,use it as a hammer,75,112,1
11550,paper holder,79,113,1
11551,everyone paints a and makes it part of a wall,520,113,1
11552,buddy you can dress up,451,113,1
11553,can be used for exercise,489,113,1
11554,can be used for a  tossing game,239,113,1
11555,make different kinds of and create a beautiful wall with multiple colors,483,113,1
11556,smasher,17,113,1
11557,attach the with string and make shoes,299,113,1
11558,a can be used as a place marker,157,113,1
11559,eat food off a,819,113,1
11560,can create texture on paper by rubbing graphite over the,334,113,1
11561,can be smashed into bits to make a pretty necklace,563,113,1
11562,smash the and make rocks for your garden,841,113,1
11563,smash the and make rocks for your fish bowl,567,113,1
11564,a can be used as a door stopper,484,113,1
11565,write your name pretty on a and stick it in your garden for decoration,457,113,1
11566,tie your deepest darkest thoughts to it and throw it in the ocean,432,113,1
11567,door stop,484,114,1
11568,book end,183,114,1
11569,(if one with holes) candle holder,146,114,1
11570,weight for exercise,3,114,1
11571,to increase the height of a bed or other piece of furniture,35,114,1
11572,(if it has holes)  toothbrush and toothpaste holder,511,114,1
11573,means of destruction to property,746,114,1
11574,used as a utensil for art  similar to a piece of chalk,498,114,1
11575,an object on which art can be displayed,80,114,1
11576,prop for a book to hold it at an angle while reading,151,114,1
11577,paper weight,10,115,1
11578,swimming,135,115,1
11579,exercise,504,115,1
11580,throwing,186,115,1
11581,crushing,17,115,1
11582,landscape,152,115,1
11583,looking at,237,115,1
11584,immobilizing,547,115,1
11585,weapon,203,115,1
11586,dropping from a height to see the effect on the ground below it,219,115,1
11587,A way to file all of your nails at once,769,116,1
11588,To use as chalk on cement,380,116,1
11589,book end,183,117,1
11590,door stop,484,117,1
11591,paper weight,10,117,1
11592,to flatten things like dough,698,117,1
11593,something to sit hot food on so it stays up off the table/counter,780,117,1
11594,a measuring device (find out how long the is and compare it to whatever you want to measure),298,117,1
11595,weight used in muscle training,3,117,1
11596,to prop up things,200,117,1
11597,pigment,722,118,1
11598,anchor,40,118,1
11599,chair leg,793,118,1
11600,pendulum,487,118,1
11601,bookend,183,118,1
11602,lizard bed,295,118,1
11603,conduit supports,25,118,1
11604,exercise weights,42,118,1
11605,tamping tool,740,118,1
11606,heat sink,179,118,1
11607,planter,374,118,1
11608,fishing pole holder,296,118,1
11609,hammer,75,118,1
11610,shoes,160,118,1
11611,chalk,421,118,1
11612,mountains for action figures/Lego men,109,118,1
11613,The can be used for many things but one thing that I can think of is probably using the for a door stopper  or we can make a toy house if we care given mores.,891,119,1
11614,you can use the as a base for something.,274,119,1
11615,the can be help build a fence.,497,119,1
11616,it can be used as a form to separate something such as a line of.,46,119,1
11617,it can be used to level something that is not leveled right.,27,119,1
11618,you can throw it at something.,222,119,1
11619,use it as a step,65,119,1
11620,use it as a place holder  to hold something in place,406,119,1
11621,use it as a weapon,210,119,1
11622,use it for decoration,18,119,1
11623,you can break it and put the pieces into a frame.,367,119,1
11624,use it to help cook  by pressing down meat  etc.,63,119,1
11625,dress it up and use it as a doll,500,119,1
11626,Emergency brake for your car,60,120,1
11627,Use it for lifting weights,42,120,1
11628,To anchor a boat,40,120,1
11629,Hold it to help you sink while trying to hold your breath,760,120,1
11630,Hang it from a tree for use as a bird house,309,120,1
11631,Use it as a paper weight,10,120,1
11632,Use it to crack pecans to eat them,617,120,1
11633,Play a game and determine how far you can throw it,163,120,1
11634,Hide a spare key to your house under it,125,120,1
11635,A counterweight  especially if it contains holes that could be used to tie a rope to it.,453,121,1
11636,A projectile weapon,653,121,1
11637,A stool,141,121,1
11638,As part of the support structure of a building,630,121,1
11639,Food  if you are some sort of creature that can eats,88,121,1
11640,A doorstop,484,121,1
11641,Throw it to increase your momentum in the opposite direction  especially if you are in a microgravity environment,297,121,1
11642,As part of an artwork,291,121,1
11643,As a hammer,75,121,1
11644,It has three possible recognizable orientations  on its side  on its end  and laying flat. You could change its orientation to keep track of something or pass a message to someone discreetly.,11,121,1
11645,A door stopper,124,122,1
11646,A could be used as a weight to gain arm  muscles,68,122,1
11647,You could make a chair or a bench out of,779,122,1
11648,You  could build a desk or a table,456,122,1
11649,door,20,122,1
11650,hit some one,188,123,1
11651,hold,523,123,1
11652,support,452,123,1
11653,steps,56,123,1
11654,decoration,18,123,1
11655,to cook,569,123,1
11656,to open holes,587,123,1
11657,to write (use to corner),527,123,1
11658,to make little rocks,560,123,1
11659,a frame,367,123,1
11660,pillow,184,123,1
11661,to exercises (weights),3,123,1
11662,door holder,607,123,1
11663,the save base during a game,605,123,1
11664,hunting tool.,203,123,1
11665,a canvas,80,123,1
11666,ball,101,123,1
11667,seat,105,123,1
11668,can be use to enter places,906,123,1
11669,present,552,123,1
11670,instrument,71,123,1
11671,paper weight,10,124,1
11672,to sharpen tools,545,124,1
11673,to hit someone in the head,188,124,1
11674,as a weight to keep balloons from flying away,68,124,1
11675,a can be used in an art gallery as an art structure,208,124,1
11676,a can be used to play with in a game of toss,239,124,1
11677,can be used to break windows if you were locked out of the house and needed a way to get in  break the window with the,104,124,1
11678,to scratch the car of someone that you do not like,331,124,1
11679,to file a chipped nail  someone could rub their nail against the to even out the edge of the nail,133,124,1
11680,wear a on your head  so it seems as some kind of hat,428,124,1
11681,"pretend the is a microphone and sing into the ""microphone"" in a game or karaoke with friends",103,124,1
11682,paperweight,10,125,1
11683,weapon,203,125,1
11684,building,19,125,1
11685,weight for lifting,3,125,1
11686,to drop on the other side of a catapult to launch something else,400,125,1
11687,a like the blackberry game,359,125,1
11688,are in Tetris,702,125,1
11689,like in basketball,544,125,1
11690,"as in ""Tamblyn"" from the movie ""Anchorman""",619,125,1
11691,"you could use it as an insult  as in ""you're as dumb as talking to a""",347,125,1
11692,you could use it as self defense,209,125,1
11693,to keep a car from rolling,96,125,1
11694,to keep anything from rolling really,589,125,1
11695,you could use it to stand on to see over something,280,125,1
11696,you could use it to break something,17,125,1
11697,you could use it to weigh down the gas pedal as you are driving a car off a ledge to dispose of unwanted or incriminating evidence,250,125,1
11698,target practice,191,125,1
11699,gun range,577,125,1
11700,you could use them to outline a walkway,106,125,1
11701,you could draw a face on it and make an imaginary friend,412,125,1
11702,that allows for all sorts of possibilities  you could buy ice cream with the,512,125,1
11703,you could ride bikes with the,687,125,1
11704,you could watch movies with the,52,125,1
11705,you could be incredibly lonely...with the,660,125,1
11706,"you could pull a ""Carrot top"" and use the as a pun in some really corny outdated joke",180,125,1
11707,"you could use it in the saying ""oh my god he just a",342,125,1
11708,it hit him like a ton of is another good one,767,125,1
11709,you could play catch with the,30,125,1
11710,hitting someone with it,188,126,1
11711,build a wall,61,126,1
11712,build a castle,215,126,1
11713,build a bench,397,126,1
11714,building a playpen,674,126,1
11715,build frame for a canvas,502,126,1
11716,Use it as a home for ants,126,127,1
11717,use it as a seat,69,127,1
11718,carry it as a weapon,6,127,1
11719,gut it out and make a purse out of it,828,127,1
11720,use it for a tire stopper,96,127,1
11721,use it to even out a wobbly table,27,127,1
11722,use it as a paperweight,10,127,1
11723,use it as a book holder,183,127,1
11724,hide a hidden camera inside of it,773,127,1
11725,use it as a pillow,184,127,1
11726,carry it as a good luck charm,707,127,1
11727,decorate it and use it in your home,388,127,1
11728,play a real game of breaker,491,127,1
11729,break up the and create jewelry out of it,563,127,1
11730,Paper weight,10,128,1
11731,Pet rock,268,128,1
11732,Use as a color sample,551,128,1
11733,Loads of amounts of can be used to put out forest fires,417,128,1
11734,Could be used to represent a skyscraper for an ant hill,629,128,1
11735,You can use to exterminate all honey badgers,582,128,1
11736,you can break the up and make stepping stones out of the chunks of,248,128,1
11737,You could drill a hole in one and wear it as a decorative necklace,641,128,1
11738,You and your buddies can get a pickup truck full of and throw them at mailboxes,637,128,1
11739,art,314,129,1
11740,use it to break things,715,129,1
11741,make a toy out of it.,90,129,1
11742,a friend of mine used some to raise his bed.,35,129,1
11743,can be used as chalk on concrete.,380,129,1
11744,door stopper,484,129,1
11745,weapon,203,129,1
11746,ladder,649,130,1
11747,weapon,203,130,1
11748,door stopper,124,130,1
11749,to hold something down,63,130,1
11750,building,19,130,1
11751,to write... the reddish color will allow u 2 write,228,130,1
11752,put it on top of your head to practice balance,267,130,1
11753,decoration,18,130,1
11754,to break into your car windows if u lock your keys in there,104,130,1
11755,as a hammer,75,130,1
11756,throwing,834,131,1
11757,building,19,131,1
11758,fire pit,95,131,1
11759,fence,159,131,1
11760,walkways,603,131,1
11761,road,197,131,1
11762,wall,352,131,1
11763,building a dam,729,131,1
11764,to make steps,634,131,1
11765,steps,56,131,1
11766,You can use a for a flower pot  cut around inside it and put soil in it.,361,132,1
11767,A weight in your bookbag so there is more weight and its almost a workout,684,132,1
11768,You can play extreme catch with it,354,132,1
11769,painting the could be a fun arts and crafts activity,884,132,1
11770,put it at your door to keep it open,124,132,1
11771,Throw it in the swimming pool and playing diving games to see who can go get it,566,132,1
11772,throw it at a bee hive...then run as fast as you can,192,132,1
11773,could use it as a dumbbell and workout with it,42,132,1
11774,Use it as a letter of some sort  put it at someone doorstep with a note attached to it,626,132,1
11775,stand on it with one foot and better your balance,256,132,1
11776,tombstone,121,132,1
11777,imaginary friend/pet,264,132,1
11778,something to jump over with a skateboard  scooter  etc.,621,132,1
11779,get a lot of other and put the one in with them and build a house,15,132,1
11780,Trebuchet Counterweight,230,133,1
11781,Anchor for small object,529,133,1
11782,Trebuchet projectile,726,133,1
11783,sanding block,379,133,1
11784,heat barrier,116,133,1
11785,walkway crush and run gravel,324,133,1
11786,pencil holder,79,133,1
11787,hide a key,125,133,1
11788,time capsule,655,133,1
11789,walkway material,337,133,1
11790,table,28,133,1
11791,pummel,178,133,1
11792,cage,231,133,1
11793,trap,395,133,1
11794,artwork,314,133,1
11795,sculpture,639,133,1
11796,umbrella stand,382,133,1
11797,forge,652,133,1
11798,breaking and entering,681,133,1
11799,hammer,75,133,1
11800,mace,195,133,1
11801,flail,716,133,1
11802,Drop a off a building and see which one is the strongest by seeing which one of the held together better,227,134,1
11803,weights to help you train for a sport,807,134,1
11804,sculptures,639,134,1
11805,Brickball  just like baseball but with a not a ball,77,134,1
11806,traps  if someone breaks in your house a will fall on the criminal and knock he or she out until authorities arrive,214,134,1
11807,everyone throws a up and watch it hit the ground  the biggest hole in the ground wins,507,134,1
